po_id,supplier_id,product_id,department,order_date,promised_date,actual_delivery_date,ordered_qty,received_qty,ordered_cost,on_time_flag,in_full_flag,otif_flag
PO00722,SUP08,SKU0021,Sportswear,2025-09-15,2025-11-03,2025-11-03,50,49,704.5,True,True,True
PO00723,SUP08,SKU0021,Sportswear,2025-10-06,2025-11-24,2025-11-20,49,49,690.41,True,True,True
PO00724,SUP08,SKU0021,Sportswear,2025-10-27,2025-12-15,2025-12-15,49,48,690.41,True,True,True
PO00725,SUP08,SKU0021,Sportswear,2025-11-17,2026-01-05,2026-01-02,63,61,887.67,True,True,True
PO00726,SUP08,SKU0021,Sportswear,2025-12-08,2026-01-26,2026-01-27,69,69,972.21,False,True,False
PO00727,SUP08,SKU0021,Sportswear,2025-12-29,2026-02-16,2026-02-17,62,61,873.58,False,True,False
PO00728,SUP08,SKU0021,Sportswear,2026-01-19,2026-03-09,2026-03-05,51,51,718.59,True,True,True
PO00729,SUP08,SKU0021,Sportswear,2026-02-09,2026-03-30,2026-03-31,59,59,831.31,False,True,False
PO00730,SUP08,SKU0021,Sportswear,2026-03-02,2026-04-20,2026-04-14,50,49,704.5,True,True,True
PO00731,SUP08,SKU0021,Sportswear,2026-03-23,2026-05-11,2026-05-08,55,54,774.95,True,True,True
PO00732,SUP08,SKU0021,Sportswear,2026-04-13,2026-06-01,2026-05-27,57,57,803.13,True,True,True
PO00733,SUP08,SKU0021,Sportswear,2026-05-04,2026-06-22,2026-06-22,54,54,760.86,True,True,True
PO00734,SUP08,SKU0021,Sportswear,2026-05-25,2026-07-13,2026-07-11,48,48,676.32,True,True,True
PO00735,SUP08,SKU0021,Sportswear,2026-06-15,2026-08-03,2026-07-27,63,61,887.67,True,True,True
PO00736,SUP08,SKU0022,Sportswear,2024-07-01,2024-08-19,2024-08-19,82,81,1191.46,True,True,True
PO00737,SUP08,SKU0022,Sportswear,2024-07-22,2024-09-09,2024-09-15,69,69,1002.57,False,True,False
PO00738,SUP08,SKU0022,Sportswear,2024-08-12,2024-09-30,2024-09-26,68,66,988.04,True,True,True
PO00739,SUP08,SKU0022,Sportswear,2024-09-02,2024-10-21,2024-10-21,67,64,973.51,True,True,True
PO00740,SUP08,SKU0022,Sportswear,2024-09-23,2024-11-11,2024-11-11,67,66,973.51,True,True,True
PO00741,SUP08,SKU0022,Sportswear,2024-10-14,2024-12-02,2024-11-30,70,69,1017.1,True,True,True
PO00742,SUP08,SKU0022,Sportswear,2024-11-04,2024-12-23,2024-12-24,71,71,1031.63,False,True,False
PO00743,SUP08,SKU0022,Sportswear,2024-11-25,2025-01-13,2025-01-11,75,75,1089.75,True,True,True
PO00744,SUP08,SKU0022,Sportswear,2024-12-16,2025-02-03,2025-02-01,61,61,886.33,True,True,True
PO00745,SUP08,SKU0022,Sportswear,2025-01-06,2025-02-24,2025-02-27,89,89,1293.17,False,True,False
PO00746,SUP08,SKU0022,Sportswear,2025-01-27,2025-03-17,2025-03-17,76,75,1104.28,True,True,True
PO00747,SUP08,SKU0022,Sportswear,2025-02-17,2025-04-07,2025-04-04,75,73,1089.75,True,True,True
PO00748,SUP08,SKU0022,Sportswear,2025-03-10,2025-04-28,2025-04-25,78,77,1133.34,True,True,True
PO00749,SUP08,SKU0022,Sportswear,2025-03-31,2025-05-19,2025-05-15,85,84,1235.05,True,True,True
PO00750,SUP08,SKU0022,Sportswear,2025-04-21,2025-06-09,2025-06-10,76,76,1104.28,False,True,False
PO00751,SUP08,SKU0022,Sportswear,2025-05-12,2025-06-30,2025-06-30,79,77,1147.87,True,True,True
PO00752,SUP08,SKU0022,Sportswear,2025-06-02,2025-07-21,2025-07-25,70,68,1017.1,False,True,False
PO00753,SUP08,SKU0022,Sportswear,2025-06-23,2025-08-11,2025-08-10,62,61,900.86,True,True,True
PO00754,SUP08,SKU0022,Sportswear,2025-07-14,2025-09-01,2025-08-30,65,65,944.45,True,True,True
PO00755,SUP08,SKU0022,Sportswear,2025-08-04,2025-09-22,2025-09-17,81,81,1176.93,True,True,True
PO00756,SUP08,SKU0022,Sportswear,2025-08-25,2025-10-13,2025-10-10,68,66,988.04,True,True,True
PO00757,SUP08,SKU0022,Sportswear,2025-09-15,2025-11-03,2025-11-02,61,61,886.33,True,True,True
PO00758,SUP08,SKU0022,Sportswear,2025-10-06,2025-11-24,2025-11-23,88,88,1278.64,True,True,True
PO00759,SUP08,SKU0022,Sportswear,2025-10-27,2025-12-15,2025-12-17,74,72,1075.22,False,True,False
PO00760,SUP08,SKU0022,Sportswear,2025-11-17,2026-01-05,2026-01-05,75,75,1089.75,True,True,True
PO00761,SUP08,SKU0022,Sportswear,2025-12-08,2026-01-26,2026-01-17,86,84,1249.58,True,True,True
PO00762,SUP08,SKU0022,Sportswear,2025-12-29,2026-02-16,2026-02-15,71,71,1031.63,True,True,True
PO00763,SUP08,SKU0022,Sportswear,2026-01-19,2026-03-09,2026-03-10,68,67,988.04,False,True,False
PO00764,SUP08,SKU0022,Sportswear,2026-02-09,2026-03-30,2026-03-28,74,74,1075.22,True,True,True
PO00765,SUP08,SKU0022,Sportswear,2026-03-02,2026-04-20,2026-04-21,62,62,900.86,False,True,False
PO00766,SUP08,SKU0022,Sportswear,2026-03-23,2026-05-11,2026-04-30,67,65,973.51,True,True,True
PO00767,SUP08,SKU0022,Sportswear,2026-04-13,2026-06-01,2026-05-30,65,62,944.45,True,True,True
PO00768,SUP08,SKU0022,Sportswear,2026-05-04,2026-06-22,2026-06-22,77,77,1118.81,True,True,True
PO00769,SUP08,SKU0022,Sportswear,2026-05-25,2026-07-13,2026-07-13,64,64,929.92,True,True,True
PO00770,SUP08,SKU0022,Sportswear,2026-06-15,2026-08-03,2026-08-09,86,86,1249.58,False,True,False
PO00771,SUP08,SKU0023,Sportswear,2024-07-01,2024-08-19,2024-08-19,37,37,502.83,True,True,True
PO00772,SUP08,SKU0023,Sportswear,2024-07-22,2024-09-09,2024-09-07,49,49,665.91,True,True,True
PO00773,SUP08,SKU0023,Sportswear,2024-08-12,2024-09-30,2024-10-08,37,36,502.83,False,True,False
PO00774,SUP08,SKU0023,Sportswear,2024-09-02,2024-10-21,2024-10-19,37,36,502.83,True,True,True
PO00775,SUP08,SKU0023,Sportswear,2024-09-23,2024-11-11,2024-11-01,51,50,693.09,True,True,True
PO00776,SUP08,SKU0023,Sportswear,2024-10-14,2024-12-02,2024-11-30,43,43,584.37,True,True,True
PO00777,SUP08,SKU0023,Sportswear,2024-11-04,2024-12-23,2024-12-26,45,45,611.55,False,True,False
PO00778,SUP08,SKU0023,Sportswear,2024-11-25,2025-01-13,2025-01-13,50,50,679.5,True,True,True
PO00779,SUP08,SKU0023,Sportswear,2024-12-16,2025-02-03,2025-02-03,51,51,693.09,True,True,True
PO00780,SUP08,SKU0023,Sportswear,2025-01-06,2025-02-24,2025-02-24,40,40,543.6,True,True,True
PO00781,SUP08,SKU0023,Sportswear,2025-01-27,2025-03-17,2025-03-17,45,45,611.55,True,True,True
PO00782,SUP08,SKU0023,Sportswear,2025-02-17,2025-04-07,2025-04-07,41,39,557.19,True,True,True
PO00783,SUP08,SKU0023,Sportswear,2025-03-10,2025-04-28,2025-04-20,38,38,516.42,True,True,True
PO00784,SUP08,SKU0023,Sportswear,2025-03-31,2025-05-19,2025-05-21,38,37,516.42,False,True,False
PO00785,SUP08,SKU0023,Sportswear,2025-04-21,2025-06-09,2025-06-09,40,40,543.6,True,True,True
PO00786,SUP08,SKU0023,Sportswear,2025-05-12,2025-06-30,2025-06-30,36,36,489.24,True,True,True
PO00787,SUP08,SKU0023,Sportswear,2025-06-02,2025-07-21,2025-07-23,36,36,489.24,False,True,False
PO00788,SUP08,SKU0023,Sportswear,2025-06-23,2025-08-11,2025-08-10,46,44,625.14,True,True,True
PO00789,SUP08,SKU0023,Sportswear,2025-07-14,2025-09-01,2025-09-02,36,35,489.24,False,True,False
PO00790,SUP08,SKU0023,Sportswear,2025-08-04,2025-09-22,2025-09-19,40,40,543.6,True,True,True
PO00791,SUP08,SKU0023,Sportswear,2025-08-25,2025-10-13,2025-10-14,45,45,611.55,False,True,False
PO00792,SUP08,SKU0023,Sportswear,2025-09-15,2025-11-03,2025-11-03,49,48,665.91,True,True,True
PO00793,SUP08,SKU0023,Sportswear,2025-10-06,2025-11-24,2025-11-24,40,40,543.6,True,True,True
PO00794,SUP08,SKU0023,Sportswear,2025-10-27,2025-12-15,2025-12-19,41,41,557.19,False,True,False
PO00795,SUP08,SKU0023,Sportswear,2025-11-17,2026-01-05,2026-01-03,53,53,720.27,True,True,True
PO00796,SUP08,SKU0023,Sportswear,2025-12-08,2026-01-26,2026-01-30,44,44,597.96,False,True,False
PO00797,SUP08,SKU0023,Sportswear,2025-12-29,2026-02-16,2026-02-12,45,45,611.55,True,True,True
PO00798,SUP08,SKU0023,Sportswear,2026-01-19,2026-03-09,2026-03-08,38,38,516.42,True,True,True
PO00799,SUP08,SKU0023,Sportswear,2026-02-09,2026-03-30,2026-03-28,37,35,502.83,True,False,False
PO00800,SUP08,SKU0023,Sportswear,2026-03-02,2026-04-20,2026-04-17,37,37,502.83,True,True,True
PO00801,SUP08,SKU0023,Sportswear,2026-03-23,2026-05-11,2026-05-10,49,49,665.91,True,True,True
PO00802,SUP08,SKU0023,Sportswear,2026-04-13,2026-06-01,2026-05-30,46,46,625.14,True,True,True
PO00803,SUP08,SKU0023,Sportswear,2026-05-04,2026-06-22,2026-06-16,53,53,720.27,True,True,True
PO00804,SUP08,SKU0023,Sportswear,2026-05-25,2026-07-13,2026-07-12,43,41,584.37,True,True,True
PO00805,SUP08,SKU0023,Sportswear,2026-06-15,2026-08-03,2026-07-28,38,38,516.42,True,True,True
PO00806,SUP08,SKU0024,Sportswear,2024-07-01,2024-08-19,2024-08-14,44,43,573.76,True,True,True
PO00807,SUP08,SKU0024,Sportswear,2024-07-22,2024-09-09,2024-09-06,43,43,560.72,True,True,True
PO00808,SUP08,SKU0024,Sportswear,2024-08-12,2024-09-30,2024-10-02,47,47,612.88,False,True,False
PO00809,SUP08,SKU0024,Sportswear,2024-09-02,2024-10-21,2024-10-17,50,48,652.0,True,True,True
PO00810,SUP08,SKU0024,Sportswear,2024-09-23,2024-11-11,2024-11-09,40,38,521.6,True,True,True
PO00811,SUP08,SKU0024,Sportswear,2024-10-14,2024-12-02,2024-11-28,48,48,625.92,True,True,True
PO00812,SUP08,SKU0024,Sportswear,2024-11-04,2024-12-23,2024-12-17,39,39,508.56,True,True,True
PO00813,SUP08,SKU0024,Sportswear,2024-11-25,2025-01-13,2025-01-10,46,45,599.84,True,True,True
PO00814,SUP08,SKU0024,Sportswear,2024-12-16,2025-02-03,2025-01-25,44,42,573.76,True,True,True
PO00815,SUP08,SKU0024,Sportswear,2025-01-06,2025-02-24,2025-02-28,45,44,586.8,False,True,False
PO00816,SUP08,SKU0024,Sportswear,2025-01-27,2025-03-17,2025-03-19,38,38,495.52,False,True,False
PO00817,SUP08,SKU0024,Sportswear,2025-02-17,2025-04-07,2025-04-06,52,52,678.08,True,True,True
PO00818,SUP08,SKU0024,Sportswear,2025-03-10,2025-04-28,2025-04-30,37,36,482.48,False,True,False
PO00819,SUP08,SKU0024,Sportswear,2025-03-31,2025-05-19,2025-05-18,42,41,547.68,True,True,True
PO00820,SUP08,SKU0024,Sportswear,2025-04-21,2025-06-09,2025-06-03,37,36,482.48,True,True,True
PO00821,SUP08,SKU0024,Sportswear,2025-05-12,2025-06-30,2025-07-02,43,42,560.72,False,True,False
PO00822,SUP08,SKU0024,Sportswear,2025-06-02,2025-07-21,2025-07-21,51,50,665.04,True,True,True
PO00823,SUP08,SKU0024,Sportswear,2025-06-23,2025-08-11,2025-08-12,39,39,508.56,False,True,False
PO00824,SUP08,SKU0024,Sportswear,2025-07-14,2025-09-01,2025-08-30,36,36,469.44,True,True,True
PO00825,SUP08,SKU0024,Sportswear,2025-08-04,2025-09-22,2025-09-20,50,49,652.0,True,True,True
PO00826,SUP08,SKU0024,Sportswear,2025-08-25,2025-10-13,2025-10-10,52,51,678.08,True,True,True
PO00827,SUP08,SKU0024,Sportswear,2025-09-15,2025-11-03,2025-11-05,47,46,612.88,False,True,False
PO00828,SUP08,SKU0024,Sportswear,2025-10-06,2025-11-24,2025-11-17,38,37,495.52,True,True,True
PO00829,SUP08,SKU0024,Sportswear,2025-10-27,2025-12-15,2025-12-14,51,50,665.04,True,True,True
PO00830,SUP08,SKU0024,Sportswear,2025-11-17,2026-01-05,2026-01-02,45,44,586.8,True,True,True
PO00831,SUP08,SKU0024,Sportswear,2025-12-08,2026-01-26,2026-01-27,46,46,599.84,False,True,False
PO00832,SUP08,SKU0024,Sportswear,2025-12-29,2026-02-16,2026-02-14,52,52,678.08,True,True,True
PO00833,SUP08,SKU0024,Sportswear,2026-01-19,2026-03-09,2026-03-05,52,52,678.08,True,True,True
PO00834,SUP08,SKU0024,Sportswear,2026-02-09,2026-03-30,2026-03-30,47,47,612.88,True,True,True
PO00835,SUP08,SKU0024,Sportswear,2026-03-02,2026-04-20,2026-04-25,36,35,469.44,False,True,False
PO00836,SUP08,SKU0024,Sportswear,2026-03-23,2026-05-11,2026-05-10,50,49,652.0,True,True,True
PO00837,SUP08,SKU0024,Sportswear,2026-04-13,2026-06-01,2026-06-01,45,45,586.8,True,True,True
PO00838,SUP08,SKU0024,Sportswear,2026-05-04,2026-06-22,2026-06-21,42,42,547.68,True,True,True
PO00839,SUP08,SKU0024,Sportswear,2026-05-25,2026-07-13,2026-07-14,39,38,508.56,False,True,False
PO00840,SUP08,SKU0024,Sportswear,2026-06-15,2026-08-03,2026-08-09,45,44,586.8,False,True,False
PO00841,SUP08,SKU0025,Sportswear,2024-07-01,2024-08-19,2024-08-17,53,53,791.29,True,True,True
PO00842,SUP08,SKU0025,Sportswear,2024-07-22,2024-09-09,2024-09-09,36,36,537.48,True,True,True
PO00843,SUP08,SKU0025,Sportswear,2024-08-12,2024-09-30,2024-10-03,36,36,537.48,False,True,False
PO00844,SUP08,SKU0025,Sportswear,2024-09-02,2024-10-21,2024-10-21,49,49,731.57,True,True,True
PO00845,SUP08,SKU0025,Sportswear,2024-09-23,2024-11-11,2024-11-08,43,43,641.99,True,True,True
PO00846,SUP08,SKU0025,Sportswear,2024-10-14,2024-12-02,2024-12-03,47,47,701.71,False,True,False
PO00847,SUP08,SKU0025,Sportswear,2024-11-04,2024-12-23,2024-12-23,46,46,686.78,True,True,True
PO00848,SUP08,SKU0025,Sportswear,2024-11-25,2025-01-13,2025-01-07,45,44,671.85,True,True,True
PO00849,SUP08,SKU0025,Sportswear,2024-12-16,2025-02-03,2025-02-02,51,49,761.43,True,True,True
PO00850,SUP08,SKU0025,Sportswear,2025-01-06,2025-02-24,2025-02-25,37,37,552.41,False,True,False
PO00851,SUP08,SKU0025,Sportswear,2025-01-27,2025-03-17,2025-03-19,44,43,656.92,False,True,False
PO00852,SUP08,SKU0025,Sportswear,2025-02-17,2025-04-07,2025-04-07,44,44,656.92,True,True,True
PO00853,SUP08,SKU0025,Sportswear,2025-03-10,2025-04-28,2025-04-27,52,52,776.36,True,True,True
PO00854,SUP08,SKU0025,Sportswear,2025-03-31,2025-05-19,2025-05-13,52,52,776.36,True,True,True
PO00855,SUP08,SKU0025,Sportswear,2025-04-21,2025-06-09,2025-06-09,52,52,776.36,True,True,True
PO00856,SUP08,SKU0025,Sportswear,2025-05-12,2025-06-30,2025-07-01,48,47,716.64,False,True,False
PO00857,SUP08,SKU0025,Sportswear,2025-06-02,2025-07-21,2025-07-19,36,36,537.48,True,True,True
PO00858,SUP08,SKU0025,Sportswear,2025-06-23,2025-08-11,2025-08-11,40,39,597.2,True,True,True
PO00859,SUP08,SKU0025,Sportswear,2025-07-14,2025-09-01,2025-08-30,51,49,761.43,True,True,True
PO00860,SUP08,SKU0025,Sportswear,2025-08-04,2025-09-22,2025-09-20,49,47,731.57,True,True,True
PO00861,SUP08,SKU0025,Sportswear,2025-08-25,2025-10-13,2025-10-17,39,39,582.27,False,True,False
PO00862,SUP08,SKU0025,Sportswear,2025-09-15,2025-11-03,2025-11-03,52,52,776.36,True,True,True
PO00863,SUP08,SKU0025,Sportswear,2025-10-06,2025-11-24,2025-11-26,40,39,597.2,False,True,False
PO00864,SUP08,SKU0025,Sportswear,2025-10-27,2025-12-15,2025-12-15,43,41,641.99,True,True,True
PO00865,SUP08,SKU0025,Sportswear,2025-11-17,2026-01-05,2026-01-11,41,41,612.13,False,True,False
PO00866,SUP08,SKU0025,Sportswear,2025-12-08,2026-01-26,2026-01-26,44,44,656.92,True,True,True
PO00867,SUP08,SKU0025,Sportswear,2025-12-29,2026-02-16,2026-02-13,45,44,671.85,True,True,True
PO00868,SUP08,SKU0025,Sportswear,2026-01-19,2026-03-09,2026-03-12,39,38,582.27,False,True,False
PO00869,SUP08,SKU0025,Sportswear,2026-02-09,2026-03-30,2026-03-29,48,48,716.64,True,True,True
PO00870,SUP08,SKU0025,Sportswear,2026-03-02,2026-04-20,2026-04-22,51,51,761.43,False,True,False
PO00871,SUP08,SKU0025,Sportswear,2026-03-23,2026-05-11,2026-05-11,49,49,731.57,True,True,True
PO00872,SUP08,SKU0025,Sportswear,2026-04-13,2026-06-01,2026-06-07,51,51,761.43,False,True,False
PO00873,SUP08,SKU0025,Sportswear,2026-05-04,2026-06-22,2026-06-16,50,49,746.5,True,True,True
PO00874,SUP08,SKU0025,Sportswear,2026-05-25,2026-07-13,2026-07-13,52,50,776.36,True,True,True
PO00875,SUP08,SKU0025,Sportswear,2026-06-15,2026-08-03,2026-08-01,37,37,552.41,True,True,True
PO00876,SUP05,SKU0026,Footwear,2024-07-01,2024-09-02,2024-09-02,57,57,811.11,True,True,True
PO00877,SUP05,SKU0026,Footwear,2024-07-22,2024-09-23,2024-09-19,59,58,839.57,True,True,True
PO00878,SUP05,SKU0026,Footwear,2024-08-12,2024-10-14,2024-10-09,49,47,697.27,True,True,True
PO00879,SUP05,SKU0026,Footwear,2024-09-02,2024-11-04,2024-11-01,62,61,882.26,True,True,True
PO00880,SUP05,SKU0026,Footwear,2024-09-23,2024-11-25,2024-11-22,59,58,839.57,True,True,True
PO00881,SUP05,SKU0026,Footwear,2024-10-14,2024-12-16,2024-12-13,59,59,839.57,True,True,True
PO00882,SUP05,SKU0026,Footwear,2024-11-04,2025-01-06,2025-01-03,56,56,796.88,True,True,True
PO00883,SUP05,SKU0026,Footwear,2024-11-25,2025-01-27,2025-01-25,51,50,725.73,True,True,True
PO00884,SUP05,SKU0026,Footwear,2024-12-16,2025-02-17,2025-02-21,65,64,924.95,False,True,False
PO00885,SUP05,SKU0026,Footwear,2025-01-06,2025-03-10,2025-03-10,54,53,768.42,True,True,True
PO00886,SUP05,SKU0026,Footwear,2025-01-27,2025-03-31,2025-03-31,57,57,811.11,True,True,True
PO00887,SUP05,SKU0026,Footwear,2025-02-17,2025-04-21,2025-04-22,68,68,967.64,False,True,False
PO00888,SUP05,SKU0026,Footwear,2025-03-10,2025-05-12,2025-05-11,48,48,683.04,True,True,True
PO00889,SUP05,SKU0026,Footwear,2025-03-31,2025-06-02,2025-06-03,64,63,910.72,False,True,False
PO00890,SUP05,SKU0026,Footwear,2025-04-21,2025-06-23,2025-06-19,67,67,953.41,True,True,True
PO00891,SUP05,SKU0026,Footwear,2025-05-12,2025-07-14,2025-07-18,69,68,981.87,False,True,False
PO00892,SUP05,SKU0026,Footwear,2025-06-02,2025-08-04,2025-08-11,63,61,896.49,False,True,False
PO00893,SUP05,SKU0026,Footwear,2025-06-23,2025-08-25,2025-08-25,53,53,754.19,True,True,True
PO00894,SUP05,SKU0026,Footwear,2025-07-14,2025-09-15,2025-09-14,53,52,754.19,True,True,True
PO00895,SUP05,SKU0026,Footwear,2025-08-04,2025-10-06,2025-10-02,48,47,683.04,True,True,True
PO00896,SUP05,SKU0026,Footwear,2025-08-25,2025-10-27,2025-10-23,67,66,953.41,True,True,True
PO00897,SUP05,SKU0026,Footwear,2025-09-15,2025-11-17,2025-11-11,52,51,739.96,True,True,True
PO00898,SUP05,SKU0026,Footwear,2025-10-06,2025-12-08,2025-12-06,51,50,725.73,True,True,True
PO00899,SUP05,SKU0026,Footwear,2025-10-27,2025-12-29,2025-12-26,48,48,683.04,True,True,True
PO00900,SUP05,SKU0026,Footwear,2025-11-17,2026-01-19,2026-01-17,56,56,796.88,True,True,True
PO00901,SUP05,SKU0026,Footwear,2025-12-08,2026-02-09,2026-02-09,52,52,739.96,True,True,True
PO00902,SUP05,SKU0026,Footwear,2025-12-29,2026-03-02,2026-02-23,61,61,868.03,True,True,True
PO00903,SUP05,SKU0026,Footwear,2026-01-19,2026-03-23,2026-03-22,52,52,739.96,True,True,True
PO00904,SUP05,SKU0026,Footwear,2026-02-09,2026-04-13,2026-04-07,66,65,939.18,True,True,True
PO00905,SUP05,SKU0026,Footwear,2026-03-02,2026-05-04,2026-05-03,59,59,839.57,True,True,True
PO00906,SUP05,SKU0026,Footwear,2026-03-23,2026-05-25,2026-05-20,65,63,924.95,True,True,True
PO00907,SUP05,SKU0026,Footwear,2026-04-13,2026-06-15,2026-06-13,69,69,981.87,True,True,True
PO00908,SUP05,SKU0026,Footwear,2026-05-04,2026-07-06,2026-07-06,64,63,910.72,True,True,True
PO00909,SUP05,SKU0026,Footwear,2026-05-25,2026-07-27,2026-07-23,63,63,896.49,True,True,True
PO00910,SUP05,SKU0026,Footwear,2026-06-15,2026-08-17,2026-08-18,55,55,782.65,False,True,False
PO00911,SUP05,SKU0027,Footwear,2024-07-01,2024-09-02,2024-09-01,88,88,1378.96,True,True,True
PO00912,SUP05,SKU0027,Footwear,2024-07-22,2024-09-23,2024-09-23,107,106,1676.69,True,True,True
PO00913,SUP05,SKU0027,Footwear,2024-08-12,2024-10-14,2024-10-15,103,102,1614.01,False,True,False
PO00914,SUP05,SKU0027,Footwear,2024-09-02,2024-11-04,2024-11-03,84,83,1316.28,True,True,True
PO00915,SUP05,SKU0027,Footwear,2024-09-23,2024-11-25,2024-11-25,81,81,1269.27,True,True,True
PO00916,SUP05,SKU0027,Footwear,2024-10-14,2024-12-16,2024-12-16,75,75,1175.25,True,True,True
PO00917,SUP05,SKU0027,Footwear,2024-11-04,2025-01-06,2025-01-06,79,78,1237.93,True,True,True
PO00918,SUP05,SKU0027,Footwear,2024-11-25,2025-01-27,2025-01-23,91,90,1425.97,True,True,True
PO00919,SUP05,SKU0027,Footwear,2024-12-16,2025-02-17,2025-02-12,102,99,1598.34,True,True,True
PO00920,SUP05,SKU0027,Footwear,2025-01-06,2025-03-10,2025-03-15,107,105,1676.69,False,True,False
PO00921,SUP05,SKU0027,Footwear,2025-01-27,2025-03-31,2025-03-29,94,92,1472.98,True,True,True
PO00922,SUP05,SKU0027,Footwear,2025-02-17,2025-04-21,2025-04-28,99,99,1551.33,False,True,False
PO00923,SUP05,SKU0027,Footwear,2025-03-10,2025-05-12,2025-05-13,74,72,1159.58,False,True,False
PO00924,SUP05,SKU0027,Footwear,2025-03-31,2025-06-02,2025-06-04,80,80,1253.6,False,True,False
PO00925,SUP05,SKU0027,Footwear,2025-04-21,2025-06-23,2025-06-21,78,77,1222.26,True,True,True
PO00926,SUP05,SKU0027,Footwear,2025-05-12,2025-07-14,2025-07-10,103,103,1614.01,True,True,True
PO00927,SUP05,SKU0027,Footwear,2025-06-02,2025-08-04,2025-07-29,73,72,1143.91,True,True,True
PO00928,SUP05,SKU0027,Footwear,2025-06-23,2025-08-25,2025-08-20,93,93,1457.31,True,True,True
PO00929,SUP05,SKU0027,Footwear,2025-07-14,2025-09-15,2025-09-16,82,82,1284.94,False,True,False
PO00930,SUP05,SKU0027,Footwear,2025-08-04,2025-10-06,2025-09-30,106,104,1661.02,True,True,True
PO00931,SUP05,SKU0027,Footwear,2025-08-25,2025-10-27,2025-10-25,88,86,1378.96,True,True,True
PO00932,SUP05,SKU0027,Footwear,2025-09-15,2025-11-17,2025-11-22,98,98,1535.66,False,True,False
PO00933,SUP05,SKU0027,Footwear,2025-10-06,2025-12-08,2025-12-10,88,88,1378.96,False,True,False
PO00934,SUP05,SKU0027,Footwear,2025-10-27,2025-12-29,2025-12-28,95,93,1488.65,True,True,True
PO00935,SUP05,SKU0027,Footwear,2025-11-17,2026-01-19,2026-01-19,85,84,1331.95,True,True,True
PO00936,SUP05,SKU0027,Footwear,2025-12-08,2026-02-09,2026-02-05,87,87,1363.29,True,True,True
PO00937,SUP05,SKU0027,Footwear,2025-12-29,2026-03-02,2026-03-02,79,79,1237.93,True,True,True
PO00938,SUP05,SKU0027,Footwear,2026-01-19,2026-03-23,2026-03-23,74,73,1159.58,True,True,True
PO00939,SUP05,SKU0027,Footwear,2026-02-09,2026-04-13,2026-04-10,85,84,1331.95,True,True,True
PO00940,SUP05,SKU0027,Footwear,2026-03-02,2026-05-04,2026-05-03,83,81,1300.61,True,True,True
PO00941,SUP05,SKU0027,Footwear,2026-03-23,2026-05-25,2026-05-27,95,95,1488.65,False,True,False
PO00942,SUP05,SKU0027,Footwear,2026-04-13,2026-06-15,2026-06-14,86,86,1347.62,True,True,True
PO00943,SUP05,SKU0027,Footwear,2026-05-04,2026-07-06,2026-07-05,75,75,1175.25,True,True,True
PO00944,SUP05,SKU0027,Footwear,2026-05-25,2026-07-27,2026-07-23,86,84,1347.62,True,True,True
PO00945,SUP05,SKU0027,Footwear,2026-06-15,2026-08-17,2026-08-22,73,70,1143.91,False,True,False
PO00946,SUP05,SKU0028,Footwear,2024-07-01,2024-09-02,2024-08-28,72,71,1071.36,True,True,True
PO00947,SUP05,SKU0028,Footwear,2024-07-22,2024-09-23,2024-09-21,81,80,1205.28,True,True,True
PO00948,SUP05,SKU0028,Footwear,2024-08-12,2024-10-14,2024-10-12,72,70,1071.36,True,True,True
PO00949,SUP05,SKU0028,Footwear,2024-09-02,2024-11-04,2024-11-05,91,91,1354.08,False,True,False
PO00950,SUP05,SKU0028,Footwear,2024-09-23,2024-11-25,2024-11-25,79,79,1175.52,True,True,True
PO00951,SUP05,SKU0028,Footwear,2024-10-14,2024-12-16,2024-12-16,75,74,1116.0,True,True,True
PO00952,SUP05,SKU0028,Footwear,2024-11-04,2025-01-06,2025-01-11,107,103,1592.16,False,True,False
PO00953,SUP05,SKU0028,Footwear,2024-11-25,2025-01-27,2025-01-23,107,107,1592.16,True,True,True
PO00954,SUP05,SKU0028,Footwear,2024-12-16,2025-02-17,2025-02-13,79,79,1175.52,True,True,True
PO00955,SUP05,SKU0028,Footwear,2025-01-06,2025-03-10,2025-03-10,85,84,1264.8,True,True,True
PO00956,SUP05,SKU0028,Footwear,2025-01-27,2025-03-31,2025-03-31,107,106,1592.16,True,True,True
PO00957,SUP05,SKU0028,Footwear,2025-02-17,2025-04-21,2025-04-22,106,106,1577.28,False,True,False
PO00958,SUP05,SKU0028,Footwear,2025-03-10,2025-05-12,2025-05-08,92,90,1368.96,True,True,True
PO00959,SUP05,SKU0028,Footwear,2025-03-31,2025-06-02,2025-06-03,91,91,1354.08,False,True,False
PO00960,SUP05,SKU0028,Footwear,2025-04-21,2025-06-23,2025-06-27,77,77,1145.76,False,True,False
PO00961,SUP05,SKU0028,Footwear,2025-05-12,2025-07-14,2025-07-11,73,73,1086.24,True,True,True
PO00962,SUP05,SKU0028,Footwear,2025-06-02,2025-08-04,2025-08-04,72,71,1071.36,True,True,True
PO00963,SUP05,SKU0028,Footwear,2025-06-23,2025-08-25,2025-08-19,74,74,1101.12,True,True,True
PO00964,SUP05,SKU0028,Footwear,2025-07-14,2025-09-15,2025-09-24,93,91,1383.84,False,True,False
PO00965,SUP05,SKU0028,Footwear,2025-08-04,2025-10-06,2025-10-06,93,93,1383.84,True,True,True
