date_key,store_id,product_id,units_sold,gross_sales_value,discount_value,net_sales_value,cogs_value,cash_sales_value,credit_sales_value,cash_transactions,credit_transactions
2026-04-27,ST005,SKU0028,5.95,200.85,0.0,200.85,88.58,90.88,109.97,2.07,2.51
2026-05-04,ST005,SKU0028,6.53,220.48,0.0,220.48,97.24,80.94,139.53,1.85,3.18
2026-05-11,ST005,SKU0028,5.3,178.67,0.0,178.67,78.8,59.49,119.18,1.36,2.72
2026-05-18,ST005,SKU0028,7.26,244.8,0.0,244.8,107.96,94.54,150.25,2.16,3.43
2026-05-25,ST005,SKU0028,6.14,207.28,0.0,207.28,91.41,70.0,137.28,1.6,3.13
2026-06-01,ST005,SKU0028,6.02,203.2,0.0,203.2,89.61,70.02,133.18,1.6,3.04
2026-06-08,ST005,SKU0028,6.09,205.64,0.0,205.64,90.69,76.25,129.39,1.74,2.95
2026-06-15,ST005,SKU0028,5.49,185.08,0.0,185.08,81.63,82.79,102.3,1.89,2.33
2026-06-22,ST005,SKU0028,6.92,233.52,0.0,233.52,102.99,96.26,137.26,2.19,3.13
2024-07-01,ST006,SKU0028,4.71,158.83,0.0,158.83,70.05,35.02,123.81,0.8,2.82
2024-07-08,ST006,SKU0028,5.27,177.79,0.0,177.79,78.41,65.31,112.49,1.49,2.56
2024-07-15,ST006,SKU0028,6.76,228.18,0.0,228.18,100.63,77.86,150.32,1.78,3.43
2024-07-22,ST006,SKU0028,5.46,184.26,0.0,184.26,81.26,36.22,148.03,0.83,3.37
2024-07-29,ST006,SKU0028,6.73,227.14,0.0,227.14,100.17,36.32,190.81,0.83,4.35
2024-08-05,ST006,SKU0028,6.06,204.4,0.0,204.4,90.15,62.04,142.37,1.41,3.25
2024-08-12,ST006,SKU0028,5.19,175.23,0.0,175.23,77.28,61.12,114.11,1.39,2.6
2024-08-19,ST006,SKU0028,5.79,195.52,0.0,195.52,86.23,56.63,138.89,1.29,3.17
2024-08-26,ST006,SKU0028,6.38,215.39,0.0,215.39,94.99,60.91,154.48,1.39,3.52
2024-09-02,ST006,SKU0028,5.6,188.78,0.0,188.78,83.26,43.93,144.85,1.0,3.3
2024-09-09,ST006,SKU0028,6.27,211.7,0.0,211.7,93.36,64.5,147.2,1.47,3.36
2024-09-16,ST006,SKU0028,6.7,226.2,0.0,226.2,99.76,60.14,166.06,1.37,3.79
2024-09-23,ST006,SKU0028,6.06,204.37,0.0,204.37,90.13,46.83,157.54,1.07,3.59
2024-09-30,ST006,SKU0028,6.74,227.28,0.0,227.28,100.24,52.49,174.79,1.2,3.98
2024-10-07,ST006,SKU0028,6.42,216.76,0.0,216.76,95.6,70.23,146.54,1.6,3.34
2024-10-14,ST006,SKU0028,6.72,226.66,0.0,226.66,99.96,46.51,180.15,1.06,4.11
2024-10-21,ST006,SKU0028,4.89,164.93,0.0,164.93,72.74,37.49,127.43,0.85,2.91
2024-10-28,ST006,SKU0028,5.24,176.73,0.0,176.73,77.94,66.96,109.77,1.53,2.5
2024-11-04,ST006,SKU0028,6.27,211.43,0.0,211.43,93.25,44.4,167.03,1.01,3.81
2024-11-11,ST006,SKU0028,5.28,178.26,0.0,178.26,78.62,62.67,115.59,1.43,2.64
2024-11-18,ST006,SKU0028,6.93,233.89,0.0,233.89,103.15,48.43,185.46,1.1,4.23
2024-11-25,ST006,SKU0028,6.56,221.27,0.0,221.27,97.58,56.99,164.28,1.3,3.75
2024-12-02,ST006,SKU0028,7.9,266.61,0.0,266.61,117.58,54.8,211.81,1.25,4.83
2024-12-09,ST006,SKU0028,7.72,260.37,0.0,260.37,114.83,57.67,202.7,1.31,4.62
2024-12-16,ST006,SKU0028,9.33,314.79,0.0,314.79,138.83,70.78,244.01,1.61,5.56
2024-12-23,ST006,SKU0028,9.23,311.3,0.0,311.3,137.29,79.04,232.26,1.8,5.3
2024-12-30,ST006,SKU0028,6.23,210.27,0.0,210.27,92.73,50.51,159.76,1.15,3.64
2025-01-06,ST006,SKU0028,5.08,171.53,0.0,171.53,75.65,50.59,120.94,1.15,2.76
2025-01-13,ST006,SKU0028,5.12,172.66,0.0,172.66,76.15,42.78,129.88,0.98,2.96
2025-01-20,ST006,SKU0028,6.19,208.72,0.0,208.72,92.05,43.8,164.91,1.0,3.76
2025-01-27,ST006,SKU0028,6.95,234.51,0.0,234.51,103.42,65.64,168.87,1.5,3.85
2025-02-03,ST006,SKU0028,6.01,202.82,0.0,202.82,89.45,39.42,163.4,0.9,3.73
2025-02-10,ST006,SKU0028,5.57,188.03,0.0,188.03,82.93,48.09,139.94,1.1,3.19
2025-02-17,ST006,SKU0028,5.06,170.71,0.0,170.71,75.29,53.34,117.37,1.22,2.68
2025-02-24,ST006,SKU0028,5.96,201.22,0.0,201.22,88.74,45.42,155.8,1.04,3.55
2025-03-03,ST006,SKU0028,5.69,191.94,0.0,191.94,84.65,51.94,140.0,1.18,3.19
2025-03-10,ST006,SKU0028,7.37,248.6,0.0,248.6,109.64,71.74,176.87,1.64,4.03
2025-03-17,ST006,SKU0028,5.35,180.45,0.0,180.45,79.58,42.44,138.01,0.97,3.15
2025-03-24,ST006,SKU0028,5.64,190.21,0.0,190.21,83.89,56.53,133.68,1.29,3.05
2025-03-31,ST006,SKU0028,6.21,209.59,0.0,209.59,92.43,61.18,148.41,1.39,3.38
2025-04-07,ST006,SKU0028,5.86,197.58,0.0,197.58,87.14,37.61,159.97,0.86,3.65
2025-04-14,ST006,SKU0028,6.32,213.08,0.0,213.08,93.97,48.87,164.21,1.11,3.74
2025-04-21,ST006,SKU0028,6.31,213.01,0.0,213.01,93.94,43.97,169.05,1.0,3.85
2025-04-28,ST006,SKU0028,5.91,199.57,0.0,199.57,88.01,60.88,138.69,1.39,3.16
2025-05-05,ST006,SKU0028,7.36,248.21,0.0,248.21,109.46,59.93,188.27,1.37,4.29
2025-05-12,ST006,SKU0028,6.98,235.36,0.0,235.36,103.8,75.35,160.01,1.72,3.65
2025-05-19,ST006,SKU0028,5.67,191.45,0.0,191.45,84.44,51.56,139.89,1.18,3.19
2025-05-26,ST006,SKU0028,5.54,187.02,0.0,187.02,82.48,43.49,143.53,0.99,3.27
2025-06-02,ST006,SKU0028,4.89,165.05,0.0,165.05,72.79,36.23,128.81,0.83,2.94
2025-06-09,ST006,SKU0028,4.11,138.8,0.0,138.8,61.21,38.33,100.47,0.87,2.29
2025-06-16,ST006,SKU0028,7.04,237.38,0.0,237.38,104.69,66.99,170.39,1.53,3.88
2025-06-23,ST006,SKU0028,5.99,202.11,0.0,202.11,89.13,48.46,153.65,1.1,3.5
2025-06-30,ST006,SKU0028,7.33,247.26,0.0,247.26,109.05,79.77,167.49,1.82,3.82
2025-07-07,ST006,SKU0028,5.05,170.31,0.0,170.31,75.11,63.93,106.39,1.46,2.43
2025-07-14,ST006,SKU0028,7.07,238.49,0.0,238.49,105.18,52.14,186.35,1.19,4.25
2025-07-21,ST006,SKU0028,6.54,220.51,0.0,220.51,97.25,57.79,162.72,1.32,3.71
2025-07-28,ST006,SKU0028,4.56,153.69,0.0,153.69,67.78,34.7,118.99,0.79,2.71
2025-08-04,ST006,SKU0028,6.52,220.05,0.0,220.05,97.04,66.72,153.32,1.52,3.5
2025-08-11,ST006,SKU0028,7.96,268.62,0.0,268.62,118.47,75.37,193.25,1.72,4.41
2025-08-18,ST006,SKU0028,4.67,157.6,0.0,157.6,69.5,35.04,122.56,0.8,2.79
2025-08-25,ST006,SKU0028,5.65,190.6,0.0,190.6,84.06,48.85,141.75,1.11,3.23
2025-09-01,ST006,SKU0028,5.73,193.29,0.0,193.29,85.25,55.45,137.84,1.26,3.14
2025-09-08,ST006,SKU0028,7.04,237.53,0.0,237.53,104.75,68.97,168.56,1.57,3.84
2025-09-15,ST006,SKU0028,4.57,154.27,0.0,154.27,68.04,44.54,109.73,1.02,2.5
2025-09-22,ST006,SKU0028,4.66,157.19,0.0,157.19,69.32,37.31,119.88,0.85,2.73
2025-09-29,ST006,SKU0028,7.21,243.26,0.0,243.26,107.28,40.88,202.38,0.93,4.61
2025-10-06,ST006,SKU0028,7.36,248.28,0.0,248.28,109.5,73.45,174.83,1.67,3.99
2025-10-13,ST006,SKU0028,6.18,208.58,0.0,208.58,91.99,42.07,166.51,0.96,3.8
2025-10-20,ST006,SKU0028,6.0,202.4,0.0,202.4,89.26,49.41,152.99,1.13,3.49
2025-10-27,ST006,SKU0028,5.31,179.24,0.0,179.24,79.05,47.05,132.19,1.07,3.01
2025-11-03,ST006,SKU0028,7.63,257.51,0.0,257.51,113.57,79.36,178.15,1.81,4.06
2025-11-10,ST006,SKU0028,5.78,194.93,0.0,194.93,85.97,56.05,138.89,1.28,3.17
2025-11-17,ST006,SKU0028,5.63,189.85,0.0,189.85,83.73,57.75,132.1,1.32,3.01
2025-11-24,ST006,SKU0028,5.05,170.44,0.0,170.44,75.17,53.13,117.31,1.21,2.67
2025-12-01,ST006,SKU0028,6.53,220.29,0.0,220.29,97.15,56.08,164.2,1.28,3.74
2025-12-08,ST006,SKU0028,9.09,306.81,0.0,306.81,135.31,110.38,196.43,2.52,4.48
2025-12-15,ST006,SKU0028,5.83,196.69,0.0,196.69,86.74,41.24,155.45,0.94,3.54
2025-12-22,ST006,SKU0028,8.03,271.1,0.0,271.1,119.56,82.81,188.29,1.89,4.29
2025-12-29,ST006,SKU0028,7.43,250.77,0.0,250.77,110.59,67.26,183.51,1.53,4.18
2026-01-05,ST006,SKU0028,5.97,201.52,0.0,201.52,88.87,53.66,147.86,1.22,3.37
2026-01-12,ST006,SKU0028,5.94,200.34,0.0,200.34,88.35,54.57,145.77,1.24,3.32
2026-01-19,ST006,SKU0028,7.15,241.4,0.0,241.4,106.46,63.19,178.21,1.44,4.06
2026-01-26,ST006,SKU0028,6.9,232.71,0.0,232.71,102.63,62.85,169.86,1.43,3.87
2026-02-02,ST006,SKU0028,5.48,184.94,0.0,184.94,81.56,47.94,137.0,1.09,3.12
2026-02-09,ST006,SKU0028,4.75,160.28,0.0,160.28,70.69,34.97,125.32,0.8,2.86
2026-02-16,ST006,SKU0028,5.46,184.35,0.0,184.35,81.3,51.51,132.84,1.17,3.03
2026-02-23,ST006,SKU0028,7.18,242.16,0.0,242.16,106.8,61.77,180.39,1.41,4.11
2026-03-02,ST006,SKU0028,5.25,177.0,0.0,177.0,78.06,55.79,121.21,1.27,2.76
2026-03-09,ST006,SKU0028,6.13,206.89,0.0,206.89,91.24,68.54,138.36,1.56,3.15
2026-03-16,ST006,SKU0028,6.7,226.05,0.0,226.05,99.69,68.14,157.91,1.55,3.6
2026-03-23,ST006,SKU0028,6.26,211.07,0.0,211.07,93.09,67.96,143.11,1.55,3.26
2026-03-30,ST006,SKU0028,6.65,224.36,0.0,224.36,98.95,71.94,152.42,1.64,3.48
2026-04-06,ST006,SKU0028,6.67,224.93,0.0,224.93,99.2,60.69,164.24,1.38,3.74
2026-04-13,ST006,SKU0028,5.42,182.77,0.0,182.77,80.61,50.2,132.57,1.14,3.02
2026-04-20,ST006,SKU0028,5.71,192.64,0.0,192.64,84.96,43.72,148.91,1.0,3.4
2026-04-27,ST006,SKU0028,7.15,241.25,0.0,241.25,106.4,65.79,175.46,1.5,4.0
2026-05-04,ST006,SKU0028,5.24,176.92,0.0,176.92,78.02,60.19,116.72,1.37,2.66
2026-05-11,ST006,SKU0028,6.08,205.22,0.0,205.22,90.51,66.29,138.93,1.51,3.17
2026-05-18,ST006,SKU0028,5.73,193.48,0.0,193.48,85.33,58.63,134.85,1.34,3.07
2026-05-25,ST006,SKU0028,6.46,217.97,0.0,217.97,96.13,60.71,157.26,1.38,3.59
2026-06-01,ST006,SKU0028,5.55,187.18,0.0,187.18,82.55,54.9,132.28,1.25,3.02
2026-06-08,ST006,SKU0028,6.43,217.01,0.0,217.01,95.71,46.27,170.75,1.05,3.89
2026-06-15,ST006,SKU0028,7.74,261.26,0.0,261.26,115.22,92.68,168.58,2.11,3.84
2026-06-22,ST006,SKU0028,6.11,205.99,0.0,205.99,90.85,65.08,140.91,1.48,3.21
2024-07-01,ST007,SKU0028,5.99,202.02,0.0,202.02,89.09,101.74,100.28,2.32,2.29
2024-07-08,ST007,SKU0028,6.68,225.53,0.0,225.53,99.46,111.51,114.02,2.54,2.6
2024-07-15,ST007,SKU0028,6.27,211.45,0.0,211.45,93.25,106.2,105.25,2.42,2.4
2024-07-22,ST007,SKU0028,5.4,182.08,0.0,182.08,80.3,98.79,83.29,2.25,1.9
2024-07-29,ST007,SKU0028,6.75,227.77,0.0,227.77,100.45,124.89,102.89,2.85,2.35
2024-08-05,ST007,SKU0028,6.05,203.99,0.0,203.99,89.96,90.87,113.12,2.07,2.58
2024-08-12,ST007,SKU0028,5.86,197.58,0.0,197.58,87.14,91.81,105.77,2.09,2.41
2024-08-19,ST007,SKU0028,6.04,203.84,0.0,203.84,89.9,109.05,94.8,2.49,2.16
2024-08-26,ST007,SKU0028,5.96,201.03,0.0,201.03,88.66,107.28,93.75,2.45,2.14
2024-09-02,ST007,SKU0028,6.36,214.64,0.0,214.64,94.66,120.96,93.68,2.76,2.14
2024-09-09,ST007,SKU0028,6.24,210.65,0.0,210.65,92.9,122.95,87.7,2.8,2.0
2024-09-16,ST007,SKU0028,4.26,143.77,0.0,143.77,63.4,69.74,74.03,1.59,1.69
2024-09-23,ST007,SKU0028,6.32,213.14,0.0,213.14,94.0,114.14,99.0,2.6,2.26
2024-09-30,ST007,SKU0028,5.38,181.51,0.0,181.51,80.05,101.1,80.41,2.3,1.83
2024-10-07,ST007,SKU0028,6.53,220.3,0.0,220.3,97.15,109.57,110.73,2.5,2.52
2024-10-14,ST007,SKU0028,5.54,186.78,0.0,186.78,82.37,84.69,102.09,1.93,2.33
2024-10-21,ST007,SKU0028,5.93,200.02,0.0,200.02,88.21,106.6,93.43,2.43,2.13
2024-10-28,ST007,SKU0028,5.24,176.7,0.0,176.7,77.93,89.96,86.73,2.05,1.98
2024-11-04,ST007,SKU0028,5.96,201.19,0.0,201.19,88.73,116.93,84.27,2.67,1.92
2024-11-11,ST007,SKU0028,5.72,193.11,0.0,193.11,85.17,94.63,98.48,2.16,2.25
2024-11-18,ST007,SKU0028,7.07,238.42,0.0,238.42,105.15,135.87,102.55,3.1,2.34
2024-11-25,ST007,SKU0028,5.06,170.87,0.0,170.87,75.36,97.55,73.33,2.22,1.67
2024-12-02,ST007,SKU0028,7.59,256.08,0.0,256.08,112.94,150.18,105.9,3.42,2.41
2024-12-09,ST007,SKU0028,7.7,259.66,0.0,259.66,114.52,115.66,144.0,2.64,3.28
2024-12-16,ST007,SKU0028,7.55,254.59,0.0,254.59,112.28,125.07,129.52,2.85,2.95
2024-12-23,ST007,SKU0028,7.45,251.47,0.0,251.47,110.9,105.73,145.74,2.41,3.32
2024-12-30,ST007,SKU0028,7.98,269.39,0.0,269.39,118.81,116.76,152.63,2.66,3.48
2025-01-06,ST007,SKU0028,5.91,199.36,0.0,199.36,87.92,82.64,116.71,1.88,2.66
2025-01-13,ST007,SKU0028,5.21,175.8,0.0,175.8,77.53,98.91,76.89,2.26,1.75
2025-01-20,ST007,SKU0028,6.5,219.41,0.0,219.41,96.76,108.7,110.7,2.48,2.52
2025-01-27,ST007,SKU0028,6.39,215.69,0.0,215.69,95.13,95.74,119.95,2.18,2.73
2025-02-03,ST007,SKU0028,6.7,226.14,0.0,226.14,99.73,134.35,91.8,3.06,2.09
2025-02-10,ST007,SKU0028,5.85,197.3,0.0,197.3,87.01,101.25,96.06,2.31,2.19
2025-02-17,ST007,SKU0028,4.31,145.4,0.0,145.4,64.12,77.38,68.02,1.76,1.55
2025-02-24,ST007,SKU0028,6.47,218.45,0.0,218.45,96.34,120.87,97.58,2.76,2.22
2025-03-03,ST007,SKU0028,6.11,206.08,0.0,206.08,90.88,95.53,110.55,2.18,2.52
2025-03-10,ST007,SKU0028,6.09,205.59,0.0,205.59,90.67,101.16,104.42,2.31,2.38
2025-03-17,ST007,SKU0028,7.02,236.93,0.0,236.93,104.49,133.94,102.99,3.05,2.35
2025-03-24,ST007,SKU0028,6.19,208.9,0.0,208.9,92.13,112.23,96.68,2.56,2.2
2025-03-31,ST007,SKU0028,5.32,179.37,0.0,179.37,79.11,88.68,90.7,2.02,2.07
2025-04-07,ST007,SKU0028,7.38,248.91,0.0,248.91,109.77,122.08,126.83,2.78,2.89
2025-04-14,ST007,SKU0028,6.01,202.84,0.0,202.84,89.46,109.57,93.27,2.5,2.13
2025-04-21,ST007,SKU0028,6.0,202.47,0.0,202.47,89.3,110.17,92.31,2.51,2.1
2025-04-28,ST007,SKU0028,7.35,247.84,0.0,247.84,109.3,134.41,113.42,3.06,2.59
2025-05-05,ST007,SKU0028,6.36,214.49,0.0,214.49,94.59,111.53,102.96,2.54,2.35
2025-05-12,ST007,SKU0028,5.86,197.7,0.0,197.7,87.19,110.43,87.27,2.52,1.99
2025-05-19,ST007,SKU0028,7.01,236.54,0.0,236.54,104.32,141.84,94.7,3.23,2.16
2025-05-26,ST007,SKU0028,3.72,125.65,0.0,125.65,55.41,56.71,68.95,1.29,1.57
2025-06-02,ST007,SKU0028,7.49,252.87,0.0,252.87,111.52,128.6,124.27,2.93,2.83
2025-06-09,ST007,SKU0028,5.72,193.11,0.0,193.11,85.17,97.74,95.37,2.23,2.17
2025-06-16,ST007,SKU0028,5.06,170.72,0.0,170.72,75.29,84.77,85.95,1.93,1.96
2025-06-23,ST007,SKU0028,5.61,189.25,0.0,189.25,83.46,96.54,92.71,2.2,2.11
2025-06-30,ST007,SKU0028,5.29,178.65,0.0,178.65,78.79,103.8,74.84,2.37,1.71
2025-07-07,ST007,SKU0028,5.93,200.2,0.0,200.2,88.29,108.63,91.57,2.48,2.09
2025-07-14,ST007,SKU0028,6.07,204.64,0.0,204.64,90.25,104.17,100.47,2.37,2.29
2025-07-21,ST007,SKU0028,5.49,185.27,0.0,185.27,81.71,85.43,99.84,1.95,2.28
2025-07-28,ST007,SKU0028,6.52,220.01,0.0,220.01,97.03,116.12,103.88,2.65,2.37
2025-08-04,ST007,SKU0028,6.88,232.23,0.0,232.23,102.42,128.67,103.56,2.93,2.36
2025-08-11,ST007,SKU0028,7.14,240.83,0.0,240.83,106.21,124.28,116.54,2.83,2.66
2025-08-18,ST007,SKU0028,5.3,178.81,0.0,178.81,78.86,112.33,66.48,2.56,1.52
2025-08-25,ST007,SKU0028,6.83,230.46,0.0,230.46,101.64,101.89,128.56,2.32,2.93
2025-09-01,ST007,SKU0028,6.33,213.58,0.0,213.58,94.19,121.85,91.72,2.78,2.09
2025-09-08,ST007,SKU0028,5.84,197.01,0.0,197.01,86.89,92.78,104.23,2.12,2.38
2025-09-15,ST007,SKU0028,5.87,197.93,0.0,197.93,87.29,107.85,90.08,2.46,2.05
2025-09-22,ST007,SKU0028,5.49,185.37,0.0,185.37,81.75,105.89,79.48,2.41,1.81
2025-09-29,ST007,SKU0028,4.84,163.4,0.0,163.4,72.06,88.89,74.5,2.03,1.7
2025-10-06,ST007,SKU0028,7.4,249.57,0.0,249.57,110.07,141.04,108.54,3.22,2.47
2025-10-13,ST007,SKU0028,7.04,237.56,0.0,237.56,104.77,125.53,112.03,2.86,2.55
2025-10-20,ST007,SKU0028,6.15,207.49,0.0,207.49,91.51,106.56,100.93,2.43,2.3
2025-10-27,ST007,SKU0028,5.71,192.74,0.0,192.74,85.0,108.05,84.69,2.46,1.93
2025-11-03,ST007,SKU0028,5.32,179.66,0.0,179.66,79.23,103.64,76.02,2.36,1.73
2025-11-10,ST007,SKU0028,6.35,214.29,0.0,214.29,94.51,101.67,112.62,2.32,2.57
2025-11-17,ST007,SKU0028,6.7,225.99,0.0,225.99,99.67,144.76,81.23,3.3,1.85
2025-11-24,ST007,SKU0028,6.64,224.03,0.0,224.03,98.8,98.19,125.84,2.24,2.87
2025-12-01,ST007,SKU0028,10.41,351.2,0.0,351.2,154.89,149.08,202.12,3.4,4.61
2025-12-08,ST007,SKU0028,6.43,216.98,0.0,216.98,95.69,97.07,119.91,2.21,2.73
2025-12-15,ST007,SKU0028,7.83,264.23,0.0,264.23,116.53,115.73,148.5,2.64,3.39
2025-12-22,ST007,SKU0028,5.92,199.58,0.0,199.58,88.02,99.84,99.74,2.28,2.27
2025-12-29,ST007,SKU0028,7.39,249.21,0.0,249.21,109.91,129.5,119.7,2.95,2.73
2026-01-05,ST007,SKU0028,6.33,213.7,0.0,213.7,94.24,129.92,83.78,2.96,1.91
2026-01-12,ST007,SKU0028,5.97,201.34,0.0,201.34,88.8,112.11,89.23,2.56,2.03
2026-01-19,ST007,SKU0028,5.78,194.94,0.0,194.94,85.97,115.53,79.41,2.63,1.81
2026-01-26,ST007,SKU0028,7.08,238.95,0.0,238.95,105.38,120.64,118.31,2.75,2.7
2026-02-02,ST007,SKU0028,5.02,169.4,0.0,169.4,74.71,85.54,83.86,1.95,1.91
2026-02-09,ST007,SKU0028,5.65,190.68,0.0,190.68,84.09,99.79,90.89,2.28,2.07
2026-02-16,ST007,SKU0028,5.99,202.18,0.0,202.18,89.17,105.83,96.35,2.41,2.2
2026-02-23,ST007,SKU0028,5.08,171.3,0.0,171.3,75.55,89.4,81.9,2.04,1.87
2026-03-02,ST007,SKU0028,6.19,208.86,0.0,208.86,92.11,127.4,81.46,2.9,1.86
2026-03-09,ST007,SKU0028,5.57,188.02,0.0,188.02,82.92,100.21,87.81,2.28,2.0
2026-03-16,ST007,SKU0028,5.89,198.79,0.0,198.79,87.67,101.0,97.78,2.3,2.23
2026-03-23,ST007,SKU0028,5.63,189.91,0.0,189.91,83.75,83.72,106.19,1.91,2.42
2026-03-30,ST007,SKU0028,6.3,212.68,0.0,212.68,93.8,120.66,92.02,2.75,2.1
2026-04-06,ST007,SKU0028,5.68,191.74,0.0,191.74,84.56,107.15,84.59,2.44,1.93
2026-04-13,ST007,SKU0028,4.73,159.52,0.0,159.52,70.35,96.95,62.58,2.21,1.43
2026-04-20,ST007,SKU0028,5.43,183.06,0.0,183.06,80.73,95.31,87.75,2.17,2.0
2026-04-27,ST007,SKU0028,6.65,224.23,0.0,224.23,98.89,103.45,120.78,2.36,2.75
2026-05-04,ST007,SKU0028,5.63,190.12,0.0,190.12,83.85,94.6,95.52,2.16,2.18
2026-05-11,ST007,SKU0028,6.37,215.02,0.0,215.02,94.83,104.66,110.36,2.39,2.52
2026-05-18,ST007,SKU0028,6.53,220.21,0.0,220.21,97.12,120.38,99.83,2.74,2.28
2026-05-25,ST007,SKU0028,4.86,163.93,0.0,163.93,72.3,94.44,69.49,2.15,1.58
2026-06-01,ST007,SKU0028,7.33,247.2,0.0,247.2,109.02,120.78,126.42,2.75,2.88
2026-06-08,ST007,SKU0028,5.61,189.4,0.0,189.4,83.53,88.86,100.53,2.03,2.29
2026-06-15,ST007,SKU0028,5.94,200.49,0.0,200.49,88.42,118.02,82.47,2.69,1.88
2026-06-22,ST007,SKU0028,5.49,185.4,0.0,185.4,81.76,90.47,94.93,2.06,2.16
2024-07-01,ST008,SKU0028,6.9,232.82,0.0,232.82,102.68,116.04,116.78,2.65,2.66
2024-07-08,ST008,SKU0028,5.47,184.62,0.0,184.62,81.42,96.88,87.74,2.21,2.0
2024-07-15,ST008,SKU0028,4.73,159.7,0.0,159.7,70.43,78.96,80.74,1.8,1.84
2024-07-22,ST008,SKU0028,7.33,247.24,0.0,247.24,109.04,141.55,105.69,3.23,2.41
2024-07-29,ST008,SKU0028,6.43,216.89,0.0,216.89,95.65,123.21,93.68,2.81,2.14
2024-08-05,ST008,SKU0028,6.44,217.3,0.0,217.3,95.83,112.23,105.07,2.56,2.4
2024-08-12,ST008,SKU0028,5.94,200.42,0.0,200.42,88.39,111.3,89.12,2.54,2.03
2024-08-19,ST008,SKU0028,5.65,190.65,0.0,190.65,84.08,114.99,75.67,2.62,1.73
2024-08-26,ST008,SKU0028,4.78,161.19,0.0,161.19,71.09,84.08,77.11,1.92,1.76
2024-09-02,ST008,SKU0028,6.8,229.3,0.0,229.3,101.13,134.68,94.62,3.07,2.16
2024-09-09,ST008,SKU0028,5.64,190.24,0.0,190.24,83.9,105.24,85.0,2.4,1.94
2024-09-16,ST008,SKU0028,6.22,209.79,0.0,209.79,92.52,135.59,74.19,3.09,1.69
2024-09-23,ST008,SKU0028,5.42,183.01,0.0,183.01,80.71,100.3,82.71,2.29,1.89
2024-09-30,ST008,SKU0028,5.7,192.34,0.0,192.34,84.82,118.07,74.27,2.69,1.69
2024-10-07,ST008,SKU0028,5.9,199.07,0.0,199.07,87.79,100.84,98.22,2.3,2.24
2024-10-14,ST008,SKU0028,6.53,220.36,0.0,220.36,97.18,109.68,110.68,2.5,2.52
2024-10-21,ST008,SKU0028,6.13,206.99,0.0,206.99,91.28,118.22,88.76,2.7,2.02
2024-10-28,ST008,SKU0028,4.75,160.35,0.0,160.35,70.72,79.68,80.67,1.82,1.84
2024-11-04,ST008,SKU0028,7.38,248.88,0.0,248.88,109.76,136.55,112.33,3.11,2.56
2024-11-11,ST008,SKU0028,5.18,174.78,0.0,174.78,77.08,95.22,79.56,2.17,1.81
2024-11-18,ST008,SKU0028,4.65,156.94,0.0,156.94,69.21,85.67,71.26,1.95,1.62
2024-11-25,ST008,SKU0028,6.28,212.01,0.0,212.01,93.5,113.05,98.96,2.58,2.26
2024-12-02,ST008,SKU0028,7.38,248.84,0.0,248.84,109.74,156.02,92.82,3.56,2.12
2024-12-09,ST008,SKU0028,7.78,262.42,0.0,262.42,115.73,116.25,146.17,2.65,3.33
2024-12-16,ST008,SKU0028,7.94,267.92,0.0,267.92,118.16,159.72,108.19,3.64,2.47
2024-12-23,ST008,SKU0028,9.67,326.38,0.0,326.38,143.94,131.48,194.9,3.0,4.44
2024-12-30,ST008,SKU0028,7.29,245.9,0.0,245.9,108.44,127.6,118.3,2.91,2.7
2025-01-06,ST008,SKU0028,6.12,206.47,0.0,206.47,91.06,96.94,109.53,2.21,2.5
2025-01-13,ST008,SKU0028,6.4,215.93,0.0,215.93,95.23,126.11,89.82,2.88,2.05
2025-01-20,ST008,SKU0028,5.36,180.96,0.0,180.96,79.81,96.86,84.1,2.21,1.92
2025-01-27,ST008,SKU0028,6.59,222.23,0.0,222.23,98.01,139.13,83.1,3.17,1.89
2025-02-03,ST008,SKU0028,6.76,228.08,0.0,228.08,100.59,116.68,111.4,2.66,2.54
2025-02-10,ST008,SKU0028,6.33,213.45,0.0,213.45,94.14,112.25,101.2,2.56,2.31
2025-02-17,ST008,SKU0028,5.46,184.23,0.0,184.23,81.25,103.62,80.62,2.36,1.84
2025-02-24,ST008,SKU0028,6.35,214.23,0.0,214.23,94.48,115.1,99.13,2.62,2.26
2025-03-03,ST008,SKU0028,6.72,226.79,0.0,226.79,100.02,118.72,108.07,2.71,2.46
2025-03-10,ST008,SKU0028,5.93,200.21,0.0,200.21,88.3,109.62,90.6,2.5,2.07
2025-03-17,ST008,SKU0028,6.23,210.26,0.0,210.26,92.73,103.33,106.93,2.36,2.44
2025-03-24,ST008,SKU0028,7.36,248.29,0.0,248.29,109.5,141.84,106.45,3.23,2.43
2025-03-31,ST008,SKU0028,6.0,202.48,0.0,202.48,89.3,109.1,93.39,2.49,2.13
2025-04-07,ST008,SKU0028,5.95,200.6,0.0,200.6,88.47,122.51,78.09,2.79,1.78
2025-04-14,ST008,SKU0028,6.69,225.72,0.0,225.72,99.55,128.52,97.2,2.93,2.22
2025-04-21,ST008,SKU0028,7.78,262.64,0.0,262.64,115.83,148.98,113.66,3.4,2.59
2025-04-28,ST008,SKU0028,5.35,180.58,0.0,180.58,79.64,103.77,76.81,2.37,1.75
2025-05-05,ST008,SKU0028,6.38,215.39,0.0,215.39,94.99,130.74,84.65,2.98,1.93
