date_key,store_id,product_id,stock_on_hand_units,stock_on_hand_cost,stock_on_hand_retail,stock_age_weeks,units_received
2025-06-23,ST015,SKU0028,32.71,486.72,1103.63,1,26
2025-06-30,ST015,SKU0028,26.34,391.88,888.58,2,0
2025-07-07,ST015,SKU0028,20.94,311.59,706.53,3,0
2025-07-14,ST015,SKU0028,14.78,219.93,498.68,4,0
2025-07-21,ST015,SKU0028,34.66,515.76,1169.47,1,26
2025-07-28,ST015,SKU0028,29.15,433.77,983.57,2,0
2025-08-04,ST015,SKU0028,23.23,345.68,783.83,3,0
2025-08-11,ST015,SKU0028,17.61,262.07,594.23,4,0
2025-08-18,ST015,SKU0028,38.26,569.34,1290.95,1,26
2025-08-25,ST015,SKU0028,30.47,453.38,1028.02,2,0
2025-09-01,ST015,SKU0028,26.14,389.03,882.11,3,0
2025-09-08,ST015,SKU0028,19.93,296.56,672.45,4,0
2025-09-15,ST015,SKU0028,40.23,598.68,1357.5,1,26
2025-09-22,ST015,SKU0028,34.56,514.26,1166.06,2,0
2025-09-29,ST015,SKU0028,28.83,429.02,972.8,3,0
2025-10-06,ST015,SKU0028,22.75,338.48,767.48,4,0
2025-10-13,ST015,SKU0028,41.4,616.09,1396.98,1,26
2025-10-20,ST015,SKU0028,35.2,523.83,1187.77,2,0
2025-10-27,ST015,SKU0028,29.61,440.58,999.01,3,0
2025-11-03,ST015,SKU0028,23.99,356.92,809.31,4,0
2025-11-10,ST015,SKU0028,45.09,670.98,1521.42,1,26
2025-11-17,ST015,SKU0028,39.64,589.78,1337.31,2,0
2025-11-24,ST015,SKU0028,33.43,497.39,1127.82,3,0
2025-12-01,ST015,SKU0028,24.82,369.28,837.32,4,0
2025-12-08,ST015,SKU0028,40.59,603.94,1369.43,1,26
2025-12-15,ST015,SKU0028,32.11,477.84,1083.48,2,0
2025-12-22,ST015,SKU0028,24.44,363.62,824.49,3,0
2025-12-29,ST015,SKU0028,16.34,243.15,551.34,4,0
2026-01-05,ST015,SKU0028,35.61,529.89,1201.51,1,26
2026-01-12,ST015,SKU0028,29.09,432.93,981.67,2,0
2026-01-19,ST015,SKU0028,23.39,348.06,789.22,3,0
2026-01-26,ST015,SKU0028,17.69,263.21,596.82,4,0
2026-02-02,ST015,SKU0028,36.85,548.32,1243.3,1,26
2026-02-09,ST015,SKU0028,31.06,462.11,1047.82,2,0
2026-02-16,ST015,SKU0028,25.62,381.26,864.49,3,0
2026-02-23,ST015,SKU0028,19.22,286.0,648.51,4,0
2026-03-02,ST015,SKU0028,38.54,573.5,1300.39,1,26
2026-03-09,ST015,SKU0028,33.04,491.68,1114.87,2,0
2026-03-16,ST015,SKU0028,26.29,391.25,887.16,3,0
2026-03-23,ST015,SKU0028,19.14,284.83,645.85,4,0
2026-03-30,ST015,SKU0028,38.66,575.21,1304.26,1,26
2026-04-06,ST015,SKU0028,33.88,504.21,1143.27,2,0
2026-04-13,ST015,SKU0028,27.95,415.93,943.12,3,0
2026-04-20,ST015,SKU0028,21.0,312.45,708.48,4,0
2026-04-27,ST015,SKU0028,40.3,599.64,1359.66,1,26
2026-05-04,ST015,SKU0028,36.18,538.41,1220.84,2,0
2026-05-11,ST015,SKU0028,31.79,473.01,1072.54,3,0
2026-05-18,ST015,SKU0028,25.61,381.1,864.12,4,0
2026-05-25,ST015,SKU0028,45.36,674.96,1530.45,1,26
2026-06-01,ST015,SKU0028,38.66,575.29,1304.46,2,0
2026-06-08,ST015,SKU0028,33.29,495.38,1123.26,3,0
2026-06-15,ST015,SKU0028,26.87,399.9,906.76,4,0
2026-06-22,ST015,SKU0028,46.3,688.92,1562.12,1,26
2024-07-01,ST001,SKU0029,23.07,296.92,672.98,1,0
2024-07-08,ST001,SKU0029,20.16,259.44,588.03,2,0
2024-07-15,ST001,SKU0029,16.71,215.08,487.48,3,0
2024-07-22,ST001,SKU0029,13.79,177.51,402.33,4,0
2024-07-29,ST001,SKU0029,11.0,141.55,320.82,5,0
2024-08-05,ST001,SKU0029,8.47,108.95,246.93,6,0
2024-08-12,ST001,SKU0029,5.39,69.38,157.25,7,0
2024-08-19,ST001,SKU0029,28.52,367.04,831.89,1,26
2024-08-26,ST001,SKU0029,25.64,329.97,747.88,2,0
2024-09-02,ST001,SKU0029,22.61,290.97,659.48,3,0
2024-09-09,ST001,SKU0029,19.21,247.28,560.47,4,0
2024-09-16,ST001,SKU0029,15.88,204.41,463.29,5,0
2024-09-23,ST001,SKU0029,12.62,162.39,368.06,6,0
2024-09-30,ST001,SKU0029,9.79,126.03,285.64,7,0
2024-10-07,ST001,SKU0029,6.71,86.33,195.67,8,0
2024-10-14,ST001,SKU0029,29.38,378.11,856.99,1,26
2024-10-21,ST001,SKU0029,26.61,342.47,776.2,2,0
2024-10-28,ST001,SKU0029,23.55,303.05,686.86,3,0
2024-11-04,ST001,SKU0029,20.68,266.13,603.18,4,0
2024-11-11,ST001,SKU0029,17.69,227.63,515.92,5,0
2024-11-18,ST001,SKU0029,15.38,197.93,448.62,6,0
2024-11-25,ST001,SKU0029,11.53,148.45,336.47,7,0
2024-12-02,ST001,SKU0029,7.39,95.14,215.64,8,0
2024-12-09,ST001,SKU0029,28.82,370.94,840.73,1,26
2024-12-16,ST001,SKU0029,24.58,316.4,717.12,2,0
2024-12-23,ST001,SKU0029,21.47,276.37,626.39,3,0
2024-12-30,ST001,SKU0029,17.31,222.78,504.93,4,0
2025-01-06,ST001,SKU0029,14.92,192.03,435.23,5,0
2025-01-13,ST001,SKU0029,12.12,155.93,353.41,6,0
2025-01-20,ST001,SKU0029,9.12,117.34,265.95,7,0
2025-01-27,ST001,SKU0029,6.22,80.06,181.45,8,0
2025-02-03,ST001,SKU0029,29.68,382.0,865.8,1,26
2025-02-10,ST001,SKU0029,27.14,349.32,791.73,2,0
2025-02-17,ST001,SKU0029,23.82,306.62,694.95,3,0
2025-02-24,ST001,SKU0029,20.43,262.92,595.9,4,0
2025-03-03,ST001,SKU0029,17.22,221.64,502.35,5,0
2025-03-10,ST001,SKU0029,13.8,177.54,402.41,6,0
2025-03-17,ST001,SKU0029,9.95,128.07,290.28,7,0
2025-03-24,ST001,SKU0029,6.85,88.14,199.77,8,0
2025-03-31,ST001,SKU0029,29.52,379.91,861.06,1,26
2025-04-07,ST001,SKU0029,26.57,341.91,774.94,2,0
2025-04-14,ST001,SKU0029,23.89,307.4,696.73,3,0
2025-04-21,ST001,SKU0029,21.47,276.31,626.26,4,0
2025-04-28,ST001,SKU0029,17.9,230.35,522.09,5,0
2025-05-05,ST001,SKU0029,15.19,195.54,443.19,6,0
2025-05-12,ST001,SKU0029,13.15,169.22,383.53,7,0
2025-05-19,ST001,SKU0029,10.35,133.2,301.9,8,0
2025-05-26,ST001,SKU0029,33.37,429.47,973.4,1,26
2025-06-02,ST001,SKU0029,29.53,380.06,861.41,2,0
2025-06-09,ST001,SKU0029,26.44,340.25,771.19,3,0
2025-06-16,ST001,SKU0029,23.57,303.4,687.65,4,0
2025-06-23,ST001,SKU0029,20.23,260.36,590.11,5,0
2025-06-30,ST001,SKU0029,17.23,221.75,502.6,6,0
2025-07-07,ST001,SKU0029,14.29,183.88,416.76,7,0
2025-07-14,ST001,SKU0029,11.08,142.63,323.28,8,0
2025-07-21,ST001,SKU0029,34.19,440.05,997.38,1,26
2025-07-28,ST001,SKU0029,30.59,393.64,892.2,2,0
2025-08-04,ST001,SKU0029,27.01,347.6,787.83,3,0
2025-08-11,ST001,SKU0029,23.64,304.19,689.45,4,0
2025-08-18,ST001,SKU0029,20.9,269.0,609.69,5,0
2025-08-25,ST001,SKU0029,17.98,231.34,524.34,6,0
2025-09-01,ST001,SKU0029,14.69,189.04,428.47,7,0
2025-09-08,ST001,SKU0029,11.77,151.48,343.34,8,0
2025-09-15,ST001,SKU0029,34.89,449.01,1017.69,1,26
2025-09-22,ST001,SKU0029,31.77,408.88,926.73,2,0
2025-09-29,ST001,SKU0029,29.06,373.99,847.66,3,0
2025-10-06,ST001,SKU0029,26.1,335.89,761.3,4,0
2025-10-13,ST001,SKU0029,23.28,299.58,679.01,5,0
2025-10-20,ST001,SKU0029,20.68,266.13,603.2,6,0
2025-10-27,ST001,SKU0029,17.51,225.37,510.81,7,0
2025-11-03,ST001,SKU0029,14.87,191.35,433.69,8,0
2025-11-10,ST001,SKU0029,38.36,493.64,1118.84,1,26
2025-11-17,ST001,SKU0029,35.92,462.32,1047.85,2,0
2025-11-24,ST001,SKU0029,32.74,421.34,954.97,3,0
2025-12-01,ST001,SKU0029,29.19,375.68,851.49,4,0
2025-12-08,ST001,SKU0029,25.53,328.63,744.85,5,0
2025-12-15,ST001,SKU0029,21.01,270.36,612.76,6,0
2025-12-22,ST001,SKU0029,17.78,228.89,518.77,7,0
2025-12-29,ST001,SKU0029,13.9,178.89,405.45,8,0
2026-01-05,ST001,SKU0029,36.06,464.12,1051.94,1,26
2026-01-12,ST001,SKU0029,33.33,428.91,972.13,2,0
2026-01-19,ST001,SKU0029,30.01,386.29,875.54,3,0
2026-01-26,ST001,SKU0029,27.17,349.64,792.46,4,0
2026-02-02,ST001,SKU0029,24.45,314.7,713.27,5,0
2026-02-09,ST001,SKU0029,21.54,277.24,628.36,6,0
2026-02-16,ST001,SKU0029,18.53,238.48,540.52,7,0
2026-02-23,ST001,SKU0029,16.08,206.97,469.1,8,0
2026-03-02,ST001,SKU0029,39.36,506.51,1148.02,1,26
2026-03-09,ST001,SKU0029,36.04,463.82,1051.26,2,0
2026-03-16,ST001,SKU0029,33.17,426.91,967.59,3,0
2026-03-23,ST001,SKU0029,29.78,383.27,868.7,4,0
2026-03-30,ST001,SKU0029,26.22,337.45,764.83,5,0
2026-04-06,ST001,SKU0029,22.82,293.7,665.67,6,0
2026-04-13,ST001,SKU0029,19.38,249.47,565.42,7,0
2026-04-20,ST001,SKU0029,16.38,210.77,477.71,8,0
2026-04-27,ST001,SKU0029,39.74,511.47,1159.26,1,26
2026-05-04,ST001,SKU0029,36.39,468.37,1061.57,2,0
2026-05-11,ST001,SKU0029,32.92,423.62,960.14,3,0
2026-05-18,ST001,SKU0029,29.77,383.17,868.45,4,0
2026-05-25,ST001,SKU0029,26.96,346.99,786.46,5,0
2026-06-01,ST001,SKU0029,24.15,310.8,704.44,6,0
2026-06-08,ST001,SKU0029,20.69,266.34,603.67,7,0
2026-06-15,ST001,SKU0029,18.13,233.28,528.74,8,0
2026-06-22,ST001,SKU0029,41.82,538.27,1220.0,1,26
2024-07-01,ST002,SKU0029,22.83,293.78,665.85,1,0
2024-07-08,ST002,SKU0029,19.85,255.52,579.14,2,0
2024-07-15,ST002,SKU0029,16.53,212.69,482.06,3,0
2024-07-22,ST002,SKU0029,13.49,173.58,393.41,4,0
2024-07-29,ST002,SKU0029,10.31,132.63,300.61,5,0
2024-08-05,ST002,SKU0029,6.97,89.68,203.27,6,0
2024-08-12,ST002,SKU0029,3.68,47.4,107.43,7,0
2024-08-19,ST002,SKU0029,26.61,342.48,776.24,1,26
2024-08-26,ST002,SKU0029,23.01,296.08,671.06,2,0
2024-09-02,ST002,SKU0029,19.51,251.11,569.14,3,0
2024-09-09,ST002,SKU0029,16.1,207.17,469.56,4,0
2024-09-16,ST002,SKU0029,13.15,169.23,383.55,5,0
2024-09-23,ST002,SKU0029,10.24,131.84,298.82,6,0
2024-09-30,ST002,SKU0029,7.68,98.83,224.0,7,0
2024-10-07,ST002,SKU0029,4.92,63.35,143.59,8,0
2024-10-14,ST002,SKU0029,28.16,362.37,821.31,1,26
2024-10-21,ST002,SKU0029,25.9,333.29,755.4,2,0
2024-10-28,ST002,SKU0029,23.19,298.41,676.35,3,0
2024-11-04,ST002,SKU0029,20.56,264.61,599.74,4,0
2024-11-11,ST002,SKU0029,17.26,222.12,503.45,5,0
2024-11-18,ST002,SKU0029,14.1,181.5,411.36,6,0
2024-11-25,ST002,SKU0029,10.32,132.86,301.13,7,0
2024-12-02,ST002,SKU0029,5.65,72.77,164.93,8,0
2024-12-09,ST002,SKU0029,27.9,359.1,813.9,1,26
2024-12-16,ST002,SKU0029,24.31,312.84,709.05,2,0
2024-12-23,ST002,SKU0029,20.09,258.53,585.96,3,0
2024-12-30,ST002,SKU0029,16.06,206.72,468.53,4,0
2025-01-06,ST002,SKU0029,13.04,167.77,380.25,5,0
2025-01-13,ST002,SKU0029,10.42,134.08,303.89,6,0
2025-01-20,ST002,SKU0029,8.49,109.2,247.51,7,0
2025-01-27,ST002,SKU0029,5.19,66.79,151.38,8,0
2025-02-03,ST002,SKU0029,28.2,362.97,822.68,1,26
2025-02-10,ST002,SKU0029,25.63,329.89,747.71,2,0
2025-02-17,ST002,SKU0029,22.93,295.1,668.85,3,0
2025-02-24,ST002,SKU0029,19.56,251.68,570.44,4,0
2025-03-03,ST002,SKU0029,16.49,212.29,481.15,5,0
2025-03-10,ST002,SKU0029,13.51,173.87,394.08,6,0
2025-03-17,ST002,SKU0029,9.84,126.65,287.05,7,0
2025-03-24,ST002,SKU0029,7.93,102.08,231.36,8,0
2025-03-31,ST002,SKU0029,30.93,398.05,902.19,1,26
2025-04-07,ST002,SKU0029,27.95,359.67,815.19,2,0
2025-04-14,ST002,SKU0029,25.0,321.76,729.27,3,0
2025-04-21,ST002,SKU0029,21.81,280.72,636.26,4,0
2025-04-28,ST002,SKU0029,18.43,237.23,537.69,5,0
2025-05-05,ST002,SKU0029,15.72,202.28,458.47,6,0
2025-05-12,ST002,SKU0029,13.39,172.31,390.54,7,0
2025-05-19,ST002,SKU0029,10.69,137.57,311.81,8,0
2025-05-26,ST002,SKU0029,33.91,436.39,989.08,1,26
2025-06-02,ST002,SKU0029,30.18,388.41,880.34,2,0
2025-06-09,ST002,SKU0029,27.36,352.18,798.23,3,0
2025-06-16,ST002,SKU0029,24.48,315.01,713.98,4,0
2025-06-23,ST002,SKU0029,20.92,269.23,610.22,5,0
2025-06-30,ST002,SKU0029,18.29,235.33,533.39,6,0
2025-07-07,ST002,SKU0029,15.04,193.55,438.69,7,0
2025-07-14,ST002,SKU0029,11.61,149.45,338.72,8,0
2025-07-21,ST002,SKU0029,34.92,449.4,1018.56,1,26
2025-07-28,ST002,SKU0029,31.98,411.62,932.93,2,0
2025-08-04,ST002,SKU0029,28.67,368.99,836.31,3,0
2025-08-11,ST002,SKU0029,26.28,338.21,766.55,4,0
2025-08-18,ST002,SKU0029,23.75,305.71,692.9,5,0
2025-08-25,ST002,SKU0029,20.56,264.64,599.8,6,0
2025-09-01,ST002,SKU0029,16.72,215.15,487.64,7,0
2025-09-08,ST002,SKU0029,14.49,186.43,422.54,8,0
2025-09-15,ST002,SKU0029,37.55,483.26,1095.31,1,26
2025-09-22,ST002,SKU0029,34.51,444.09,1006.54,2,0
2025-09-29,ST002,SKU0029,31.97,411.42,932.49,3,0
2025-10-06,ST002,SKU0029,29.32,377.37,855.31,4,0
2025-10-13,ST002,SKU0029,25.62,329.76,747.41,5,0
2025-10-20,ST002,SKU0029,22.57,290.42,658.23,6,0
2025-10-27,ST002,SKU0029,19.95,256.8,582.04,7,0
2025-11-03,ST002,SKU0029,17.25,222.0,503.17,8,0
2025-11-10,ST002,SKU0029,40.0,514.86,1166.94,1,26
2025-11-17,ST002,SKU0029,36.71,472.43,1070.77,2,0
2025-11-24,ST002,SKU0029,34.46,443.53,1005.27,3,0
2025-12-01,ST002,SKU0029,30.02,386.31,875.58,4,0
2025-12-08,ST002,SKU0029,25.05,322.45,730.85,5,0
2025-12-15,ST002,SKU0029,20.89,268.89,609.45,6,0
2025-12-22,ST002,SKU0029,16.6,213.67,484.29,7,0
2025-12-29,ST002,SKU0029,12.65,162.78,368.95,8,0
2026-01-05,ST002,SKU0029,36.18,465.63,1055.36,1,26
2026-01-12,ST002,SKU0029,32.63,419.91,951.74,2,0
2026-01-19,ST002,SKU0029,29.33,377.51,855.62,3,0
2026-01-26,ST002,SKU0029,26.7,343.68,778.94,4,0
2026-02-02,ST002,SKU0029,23.16,298.04,675.52,5,0
2026-02-09,ST002,SKU0029,19.95,256.79,582.02,6,0
2026-02-16,ST002,SKU0029,17.09,219.94,498.5,7,0
2026-02-23,ST002,SKU0029,14.18,182.47,413.58,8,0
2026-03-02,ST002,SKU0029,37.31,480.23,1088.44,1,26
2026-03-09,ST002,SKU0029,34.56,444.81,1008.17,2,0
2026-03-16,ST002,SKU0029,31.99,411.69,933.1,3,0
2026-03-23,ST002,SKU0029,28.93,372.28,843.78,4,0
2026-03-30,ST002,SKU0029,26.33,338.83,767.97,5,0
2026-04-06,ST002,SKU0029,23.39,300.97,682.15,6,0
2026-04-13,ST002,SKU0029,20.99,270.16,612.32,7,0
2026-04-20,ST002,SKU0029,18.03,232.11,526.07,8,0
2026-04-27,ST002,SKU0029,41.08,528.68,1198.26,1,26
2026-05-04,ST002,SKU0029,38.0,489.01,1108.34,2,0
2026-05-11,ST002,SKU0029,35.24,453.5,1027.85,3,0
2026-05-18,ST002,SKU0029,32.49,418.17,947.8,4,0
2026-05-25,ST002,SKU0029,29.18,375.52,851.11,5,0
2026-06-01,ST002,SKU0029,26.5,341.1,773.11,6,0
2026-06-08,ST002,SKU0029,22.91,294.85,668.28,7,0
2026-06-15,ST002,SKU0029,20.0,257.34,583.27,8,0
2026-06-22,ST002,SKU0029,42.76,550.32,1247.32,1,26
2024-07-01,ST003,SKU0029,23.32,300.07,680.11,1,0
2024-07-08,ST003,SKU0029,19.43,250.13,566.92,2,0
2024-07-15,ST003,SKU0029,16.68,214.61,486.42,3,0
2024-07-22,ST003,SKU0029,13.82,177.82,403.04,4,0
2024-07-29,ST003,SKU0029,10.75,138.38,313.64,5,0
2024-08-05,ST003,SKU0029,7.66,98.63,223.54,6,0
2024-08-12,ST003,SKU0029,5.17,66.48,150.69,7,0
2024-08-19,ST003,SKU0029,27.77,357.46,810.18,1,26
2024-08-26,ST003,SKU0029,25.25,324.95,736.5,2,0
2024-09-02,ST003,SKU0029,22.22,285.95,648.12,3,0
2024-09-09,ST003,SKU0029,19.11,245.89,557.31,4,0
2024-09-16,ST003,SKU0029,16.43,211.4,479.13,5,0
2024-09-23,ST003,SKU0029,13.85,178.24,403.97,6,0
2024-09-30,ST003,SKU0029,11.41,146.86,332.85,7,0
2024-10-07,ST003,SKU0029,8.13,104.57,237.01,8,0
2024-10-14,ST003,SKU0029,31.19,401.47,909.94,1,26
2024-10-21,ST003,SKU0029,28.6,368.13,834.37,2,0
2024-10-28,ST003,SKU0029,25.86,332.76,754.19,3,0
2024-11-04,ST003,SKU0029,22.89,294.56,667.62,4,0
2024-11-11,ST003,SKU0029,19.44,250.2,567.09,5,0
2024-11-18,ST003,SKU0029,16.91,217.61,493.22,6,0
2024-11-25,ST003,SKU0029,13.55,174.33,395.11,7,0
2024-12-02,ST003,SKU0029,9.69,124.66,282.54,8,0
2024-12-09,ST003,SKU0029,32.81,422.2,956.93,1,26
2024-12-16,ST003,SKU0029,28.78,370.43,839.58,2,0
2024-12-23,ST003,SKU0029,24.01,308.96,700.26,3,0
2024-12-30,ST003,SKU0029,20.58,264.86,600.3,4,0
2025-01-06,ST003,SKU0029,17.88,230.06,521.43,5,0
2025-01-13,ST003,SKU0029,15.15,194.99,441.95,6,0
2025-01-20,ST003,SKU0029,12.23,157.46,356.88,7,0
2025-01-27,ST003,SKU0029,8.85,113.92,258.19,8,0
2025-02-03,ST003,SKU0029,32.07,412.8,935.63,1,26
2025-02-10,ST003,SKU0029,28.76,370.08,838.79,2,0
2025-02-17,ST003,SKU0029,26.47,340.72,772.24,3,0
2025-02-24,ST003,SKU0029,22.91,294.91,668.42,4,0
2025-03-03,ST003,SKU0029,20.04,257.9,584.53,5,0
2025-03-10,ST003,SKU0029,17.36,223.36,506.25,6,0
2025-03-17,ST003,SKU0029,14.41,185.41,420.23,7,0
2025-03-24,ST003,SKU0029,10.57,136.05,308.36,8,0
2025-03-31,ST003,SKU0029,34.34,441.91,1001.59,1,26
2025-04-07,ST003,SKU0029,31.49,405.24,918.48,2,0
2025-04-14,ST003,SKU0029,28.5,366.73,831.2,3,0
2025-04-21,ST003,SKU0029,25.54,328.67,744.94,4,0
2025-04-28,ST003,SKU0029,22.14,284.89,645.7,5,0
2025-05-05,ST003,SKU0029,18.97,244.19,553.46,6,0
2025-05-12,ST003,SKU0029,16.11,207.37,470.01,7,0
2025-05-19,ST003,SKU0029,13.23,170.21,385.78,8,0
2025-05-26,ST003,SKU0029,36.64,471.59,1068.86,1,26
2025-06-02,ST003,SKU0029,34.46,443.55,1005.31,2,0
2025-06-09,ST003,SKU0029,31.65,407.37,923.31,3,0
2025-06-16,ST003,SKU0029,29.16,375.33,850.69,4,0
2025-06-23,ST003,SKU0029,26.04,335.11,759.54,5,0
2025-06-30,ST003,SKU0029,22.98,295.78,670.4,6,0
2025-07-07,ST003,SKU0029,20.13,259.03,587.1,7,0
2025-07-14,ST003,SKU0029,17.08,219.83,498.24,8,0
2025-07-21,ST003,SKU0029,40.91,526.46,1193.22,1,26
2025-07-28,ST003,SKU0029,38.13,490.7,1112.17,2,0
2025-08-04,ST003,SKU0029,35.11,451.83,1024.07,3,0
2025-08-11,ST003,SKU0029,32.09,413.06,936.21,4,0
2025-08-18,ST003,SKU0029,29.18,375.54,851.16,5,0
2025-08-25,ST003,SKU0029,26.34,339.05,768.45,6,0
2025-09-01,ST003,SKU0029,23.88,307.36,696.63,7,0
2025-09-08,ST003,SKU0029,21.1,271.57,615.51,8,0
2025-09-15,ST003,SKU0029,44.02,566.59,1284.18,1,26
2025-09-22,ST003,SKU0029,40.72,524.05,1187.77,2,0
2025-09-29,ST003,SKU0029,37.44,481.83,1092.08,3,0
2025-10-06,ST003,SKU0029,34.19,440.07,997.43,4,0
2025-10-13,ST003,SKU0029,31.64,407.26,923.07,5,0
2025-10-20,ST003,SKU0029,28.22,363.19,823.16,6,0
2025-10-27,ST003,SKU0029,25.53,328.57,744.7,7,0
2025-11-03,ST003,SKU0029,22.72,292.41,662.74,8,0
2025-11-10,ST003,SKU0029,45.69,588.09,1332.92,1,26
2025-11-17,ST003,SKU0029,42.31,544.5,1234.1,2,0
2025-11-24,ST003,SKU0029,39.65,510.31,1156.62,3,0
2025-12-01,ST003,SKU0029,34.23,440.59,998.6,4,0
2025-12-08,ST003,SKU0029,30.27,389.6,883.03,5,0
2025-12-15,ST003,SKU0029,26.32,338.74,767.75,6,0
2025-12-22,ST003,SKU0029,22.28,286.71,649.84,7,0
2025-12-29,ST003,SKU0029,17.83,229.52,520.2,8,0
2026-01-05,ST003,SKU0029,40.6,522.49,1184.22,1,26
2026-01-12,ST003,SKU0029,37.99,488.9,1108.09,2,0
2026-01-19,ST003,SKU0029,34.83,448.29,1016.06,3,0
2026-01-26,ST003,SKU0029,31.37,403.74,915.09,4,0
2026-02-02,ST003,SKU0029,29.03,373.56,846.68,5,0
2026-02-09,ST003,SKU0029,25.52,328.43,744.39,6,0
2026-02-16,ST003,SKU0029,22.11,284.57,644.98,7,0
2026-02-23,ST003,SKU0029,18.75,241.26,546.82,8,0
2026-03-02,ST003,SKU0029,41.16,529.68,1200.53,1,26
2026-03-09,ST003,SKU0029,37.73,485.63,1100.69,2,0
2026-03-16,ST003,SKU0029,34.54,444.55,1007.59,3,0
2026-03-23,ST003,SKU0029,31.61,406.76,921.93,4,0
2026-03-30,ST003,SKU0029,29.01,373.31,846.12,5,0
2026-04-06,ST003,SKU0029,26.32,338.73,767.74,6,0
2026-04-13,ST003,SKU0029,22.79,293.31,664.8,7,0
2026-04-20,ST003,SKU0029,19.92,256.34,581.0,8,0
2026-04-27,ST003,SKU0029,42.99,553.23,1253.9,1,26
2026-05-04,ST003,SKU0029,39.85,512.91,1162.52,2,0
2026-05-11,ST003,SKU0029,36.97,475.86,1078.55,3,0
2026-05-18,ST003,SKU0029,33.86,435.72,987.56,4,0
2026-05-25,ST003,SKU0029,30.94,398.16,902.44,5,0
2026-06-01,ST003,SKU0029,27.9,359.03,813.73,6,0
2026-06-08,ST003,SKU0029,24.77,318.83,722.63,7,0
2026-06-15,ST003,SKU0029,22.42,288.57,654.05,8,0
2026-06-22,ST003,SKU0029,45.64,587.43,1331.41,1,26
2024-07-01,ST004,SKU0029,22.87,294.32,667.08,1,0
2024-07-08,ST004,SKU0029,19.99,257.31,583.2,2,0
2024-07-15,ST004,SKU0029,16.36,210.49,477.09,3,0
2024-07-22,ST004,SKU0029,14.02,180.5,409.11,4,0
2024-07-29,ST004,SKU0029,10.6,136.41,309.17,5,0
2024-08-05,ST004,SKU0029,7.72,99.32,225.1,6,0
2024-08-12,ST004,SKU0029,4.44,57.2,129.65,7,0
2024-08-19,ST004,SKU0029,27.25,350.68,794.81,1,26
2024-08-26,ST004,SKU0029,24.12,310.38,703.47,2,0
2024-09-02,ST004,SKU0029,21.19,272.76,618.21,3,0
2024-09-09,ST004,SKU0029,18.49,237.91,539.23,4,0
2024-09-16,ST004,SKU0029,16.05,206.58,468.21,5,0
2024-09-23,ST004,SKU0029,12.9,166.01,376.26,6,0
2024-09-30,ST004,SKU0029,9.6,123.54,280.0,7,0
2024-10-07,ST004,SKU0029,7.14,91.94,208.38,8,0
2024-10-14,ST004,SKU0029,30.15,388.05,879.51,1,26
2024-10-21,ST004,SKU0029,27.54,354.49,803.46,2,0
2024-10-28,ST004,SKU0029,24.3,312.76,708.88,3,0
2024-11-04,ST004,SKU0029,21.96,282.67,640.67,4,0
2024-11-11,ST004,SKU0029,19.26,247.82,561.69,5,0
2024-11-18,ST004,SKU0029,16.38,210.78,477.74,6,0
2024-11-25,ST004,SKU0029,13.33,171.52,388.75,7,0
2024-12-02,ST004,SKU0029,9.3,119.64,271.16,8,0
2024-12-09,ST004,SKU0029,30.66,394.61,894.38,1,26
2024-12-16,ST004,SKU0029,25.92,333.53,755.94,2,0
2024-12-23,ST004,SKU0029,21.45,276.01,625.58,3,0
2024-12-30,ST004,SKU0029,17.54,225.78,511.74,4,0
2025-01-06,ST004,SKU0029,14.52,186.93,423.68,5,0
2025-01-13,ST004,SKU0029,11.69,150.46,341.02,6,0
2025-01-20,ST004,SKU0029,8.76,112.8,255.66,7,0
2025-01-27,ST004,SKU0029,5.27,67.84,153.75,8,0
2025-02-03,ST004,SKU0029,27.66,355.94,806.74,1,26
2025-02-10,ST004,SKU0029,24.29,312.65,708.62,2,0
2025-02-17,ST004,SKU0029,21.17,272.47,617.57,3,0
2025-02-24,ST004,SKU0029,18.08,232.74,527.52,4,0
2025-03-03,ST004,SKU0029,15.04,193.59,438.78,5,0
2025-03-10,ST004,SKU0029,11.67,150.26,340.56,6,0
2025-03-17,ST004,SKU0029,8.52,109.64,248.5,7,0
2025-03-24,ST004,SKU0029,5.55,71.41,161.84,8,0
2025-03-31,ST004,SKU0029,28.27,363.87,824.73,1,26
2025-04-07,ST004,SKU0029,25.27,325.26,737.21,2,0
2025-04-14,ST004,SKU0029,23.16,298.02,675.48,3,0
2025-04-21,ST004,SKU0029,20.65,265.83,602.51,4,0
2025-04-28,ST004,SKU0029,17.91,230.52,522.47,5,0
2025-05-05,ST004,SKU0029,15.33,197.32,447.24,6,0
2025-05-12,ST004,SKU0029,13.01,167.44,379.52,7,0
2025-05-19,ST004,SKU0029,9.77,125.73,284.96,8,0
2025-05-26,ST004,SKU0029,33.01,424.78,962.76,1,26
2025-06-02,ST004,SKU0029,29.83,383.89,870.08,2,0
2025-06-09,ST004,SKU0029,26.54,341.61,774.26,3,0
2025-06-16,ST004,SKU0029,24.1,310.13,702.92,4,0
2025-06-23,ST004,SKU0029,21.59,277.86,629.77,5,0
2025-06-30,ST004,SKU0029,18.8,242.0,548.5,6,0
2025-07-07,ST004,SKU0029,15.86,204.13,462.67,7,0
2025-07-14,ST004,SKU0029,12.57,161.8,366.72,8,0
